category,명칭(name),주소,위도,경도,개요,상세정보,우편번호,문의 및 안내,개장일,쉬는날,이용시간,주차시설,유모차 대여 여부,애완동물 동반 가능 여부,신용카드 가능 여부
관광지,여수 국가산업단지,전라남도 여수시 해산동,34.80193171,127.6472855,"1967년 조성된 여수국가산업단지는 정유, 비료, 석유화학 등을 소재한 국내 최대 규모의 중화학 공업단지이다. 거대한 기계설비에 설치된 수만 개의 조명으로 어우러진 형형색색의 아름다운 야경은 이곳을 찾는 관광객의 탄성을 자아내기에 충분하다. 국가산업단지 내에 입주한 사업장들이 켜 놓은 조명 때문에 밤에는 엄청난 규모의 야경을 보여준다. 
 LG화학 남문 입구에 전망대와 보행데크 등 여수국가산업단지 야경 뷰 포인트가 설치되어 있으며 전망대에서 여수국가산업단지를 바라보면 공장의 불빛이 하얀 수증기와 어우러져 한 폭의 그림 같은 야경을 한눈에 볼 수 있다. 이곳은 낮에 보면 녹슨 파이프와 야적해 놓은 물건들로 삭막한 풍경을 보여 주지만 밤이 되고 조명이 켜지면서 새로운 풍경으로 변신한다. 여수시에서 선정한 여수 10경 중 하나이며 여수엑스포역 앞에서 여수 시티투어를 통해 산업단지의 야경을 둘러보는 관광코스를 이용할 수 있다. 
 세계적으로 거대한 석유화학 단지로 단일 규모로는 세계 1위 규모이며, 산업단지로서도 동양에서도 최대의 크기이고 국내에서도 울산산업단지와 나란히 최대 크기이다. 국내 최대의 산업현장이며 대한민국의 힘이 느껴지는 곳이기도 하다.",,59609,061-661-1746,,연중무휴,상시,,N,,
관광지,화양조발대교,전라남도 여수시 화양면,34.63621292,127.5753682,"화양조발대교는 여수시에서 고흥군으로 가는 백리섬섬길 위에 놓인 첫 번째 대교이다. 2020년 적금대교, 둔병대교, 낭도대교와 함께 공식 개통하였다. 다이아몬드형 2주탑으로 다리 길이는 854m, 주탑 높이는 170m이며, 교각과 교각 사이 거리를 나타내는 경간장의 최대 길이는 500m이다. 화양조발대교의 콘셉트은 ‘가연지교’로 ‘아름다운 인연이 있는 다리’라는 뜻으로, 미래의 길을 열어서 아름다운 인연을 이어간다는 의미를 담고 있다. 여수의 백리섬섬길을 완성하는 대교 중 하나로, 백리섬섬길은 섬과 섬을 연결하는 교량을 세워 10개의 섬을 11개의 해상교량으로 연결한 백 리 길(39.1㎞)이다. 이 밖에도 여수 낭만버스 시티투어버스 브리지 코스에 포함되어 있다. 여수 주요 관광지를 둘러볼 수 있는 코스로, 그 중 제2코스인 브리지 코스에 속한다. 여수와 고흥을 잇는 11개 다리 중 5개 대교인 화양조발대교, 적금, 둔병, 팔영, 낭도 대교를 둘러볼 수 있다.","등산로:
 관광코스안내:
 이용가능시설:휴게쉼터 (더섬)
 화장실:힐링쉼터 더섬 시설이용
 한국어 안내서비스:",59780,061-659-4011,,연중무휴,상시,가능,N,,
관광지,낭도대교(여수),전라남도 여수시 화정면,34.62535805,127.5441823,"둔병도와 낭도를 연결하는 연도교이다. 국내 최장경간(170m) ‘PSC(prestressed Concrete) 박스 거더교’이다. 다리의 연장은 640m, 폭 12.5m, 왕복 2차로이며 점증적 경간 구성(150m+170m+150m)으로 주항로 시인성 확보 및 리듬감 있는 경관을 연출하여 운전자 시점의 수려한 다도해 경관을 조망할 수 있도록 개방감을 확보하였다.
 
 (출처 : 여수 문화관광 홈페이지)","등산로:
 관광코스안내:
 입 장 료:
 한국어 안내서비스:",59781,061-659-3877,,연중무휴,상시,,N,,
관광지,둔병대교(여수),전라남도 여수시 화정면 조발리산70,34.63054933,127.5555617,"화정면 조발도와 둔병도를 잇는 연도교이다. 여자만의 섬과 떠오르는 조발의 태양 형상을 담은 지역의 상징적 교량이며 독창적이고 조화로운 ‘V각 원형 일주탑 비대칭 사장교’로써 교량박물관에 차별화된 교량으로 아름다운 곡선미와 수려한 외관, 조형미가 최고인 세상에 없던 다리로 만들어졌다. 다리 길이는 990m, 폭 12.05m이다. 경관 컨셉은 세상에 유례없던 입체적 실루엣의 원형주탑, ‘GATE of One’이다.
 (출처 : 여수시 문화관광)","등산로:
 관광코스안내:
 입 장 료:
 한국어 안내서비스:",59781,061-659-4071,,연중무휴,상시,,N,,
관광지,적금대교(여수),전라남도 여수시 화정면,34.6203388,127.5230593,"화정면 낭도와 적금도를 잇는 아치형 연도이다. 다리 연장은 470m, 폭 12.5m, 최대 경간장 120m, 왕복 2차로이며, 주변 경관과 다도해 섬들과의 조화성을 고려하여 아름다운 ‘중로 아치교’로 만들어졌다. 아치교란 아치형 구조물에 다리의 상판을 지지하는 다리이며, 다리 상판의 위치에 따라 상로, 중로, 하로아치교로 구분하는데 중로아치교는 교면(상판) 이 교량 상·하의 중간에 있는 교량을 말한다. 아치교는 미관이 수려하여 예로부터 많은 사랑을 받았던 교량형식으로 고대 로마 시대부터 돌로 건설되어온 오래된 양식이다.
 
 (출처 : 여수시 문화관광 홈페이지)","등산로:
 관광코스안내:
 입 장 료:
 한국어 안내서비스:",59781,061-659-4011,,연중무휴,상시,,N,,
관광지,여수 유월드 루지 테마파크,전라남도 여수시 소라면 안심산길 155,34.7478349,127.6416235,"친구, 연인, 가족 모두가 가슴이 뻥 뚫리는 스릴을 경험할 수 있는 레이싱의 장, 여수 유월드 테마파크는 루지, 놀이공원, 실내 키즈파크, 테디베어 뮤지엄, 비비탄 사격장, 레이저 아레나를 모두 한 곳에서 즐길 수 있는 멀티플렉스 테마파크이다. 이곳에 위치한 루지 테마파크는 국내 최초로 지상 7m 높이에서 길이 1.3km에 달하는 하늘을 달리는 스카이 트랙에서 스피드와 스릴을 만끽할 수 있다. 내면의 질주 본능을 깨우는 루지 체험은 리프트를 타고 더욱 높은 기분을 선사한다. 전혀 뻔하지 않은 'FUN'한 데이트로 텐션을 올리기에 완벽한 여행 코스로도 인기있는 곳이다.","등산로:
 관광코스안내:
 주차요금:무료
 입 장 료:[루지&리프트]<br>
 - 대인(초등학생 이상) 18,900원(1회)<br>
 - 소인(미취학 아동) 6,900원(1회)<br>
 ※ 자세한 사항은 홈페이지 참조
 한국어 안내서비스:",59660,061-810-6000,,연중무휴,상시,가능,N,,
관광지,화태대교,전라남도 여수시 돌산읍,34.60536083,127.7372243,"화태대교는 여수와 고흥을 잇는 11개의 교량 중 마지막, 돌산과 이어지는 사장교이다. 총길이는 1,345m이다. 2015년 12월 22일 개통했다. 주탑 높이가 130m에 달해 특수철강으로 이루어진 주탑으로는 대한민국에서 최대 규모다. 주탑과 주탑 사이 주경 간도 500m로 대한민국의 사장교에서 인천대교(800m), 부산항대교(540m)에 이어 세 번째로 길다. 2028년 백야~화태 구간이 완공되면 여수 도서지역을 동서로 연결하는 해상 드라이브 코스를 즐길 수 있다.
 
 <출처 : 여수 문화관광 홈페이지>","등산로:
 관광코스안내:
 입 장 료:
 한국어 안내서비스:",59777,061-690-2633,,연중무휴,상시,,N,,
관광지,여수 미남크루즈,전라남도 여수시 돌산읍 돌산로 3617-22,34.72949416,127.7372822,"여수 미남크루즈는 국내 조선기술로 건조한 국내 최대 규모의 연안크루즈이다. 승선인원 920명, 총길이 66m,폭 13m, 1,321톤의 총 4층의 국내 최대 규모의 유람선으로 1층 머메이드홀, 2층 레스토랑 3층 스낵코너, VIP룸, 4층 바다 전망대로 구성돼 있다. 낮시간대의 여수 바다와 풍경을 둘러볼 수 있는 해상시티투어, 여수 밤바다를 둘러보며 힐링할 수 있는 힐링야경투어, 여수 밤바다와 불꽃을 함께 즐길 수 있는 선상불꽃투어 프로그램이 있으며 여수의 주요 관광지를 선상에서 둘러볼 수 있다. 노을야경투어는 매주 토요일 일몰전 출항하여 약 70~80분 여수바다의 노을과 야경을 둘러볼 수 있다. 각 투어의 출항시간은 월별 다르므로 예약사이트 출항시간(회차시간)을 참조하여야 하며, 출항 30분전까지는 현장에 도착하여야 한다. 최첨단 안전 및 응급의료장비를 갖추어 응급사항에 대비하고 있으며 승무원들의 인명구조 및 비상대응 등의 안전교육을 이수한 승무원들로 관람객에게 보다 안전하고 편안한 여행을 할 수 있다.","이용가능시설:커뮤니티존 / 레스토랑 / 카페 / 실내전망대 등
 입 장 료:[선상불꽃투어]<br>
 - 대인 45,000원<br>
 - 소인 25,000원<br>
 [힐링야경투어]<br>
 - 대인 25,000원<br>
 - 소인 13,000원<br>
 [해상시티투어]<br>
 - 대인 23,000원<br>
 - 소인 12,000원<br>
 ※ 자셋한 사항은 홈페이지 참조
 화장실:있음",59768,1533-6256,,연중무휴,12:30~20:00,가능,,,
관광지,용월사,전라남도 여수시 돌산읍 월전길 129-60,34.70370074,127.7897616,"돌산대교를 지나 차로 10분 정도 달리면 아늑한 산자락 품에 안긴 여수 용월사를 만날 수 있다. 용월사는 20여 미터가 넘는 해안 절벽 위에 자리하고 있어 바다 위 사찰이라는 별칭이 있다. 향일암, 무슬목과 함께 여수의 3대 일출 명소 중의 한 곳인 용월사는 일출도 아름답지만, 저녁에 떠오르는 달이 더없이 아름다운 월출 명소이기도 하다. 용월사 원통전에는 수평선을 배경으로 천수천음 관세음보살이 있으며, 경내에는 남해 바다를 향해 서 있는 해수관음상이 있어 더 고요하고 분위기 있다. 확 트인 남해바다의 절경을 한눈에 볼 수 있는 것이 특징이다. 용월사의 범종은 ‘성덕대왕 신종’을 본떠 2005년부터 2007년까지 약 3년에 걸쳐 만들어진 것이라고 하는데, 음향이 맑고 깨끗한 것이 특징이다. 범종각에서 108 계단을 따라 바다 절벽을 내려가면 용왕님을 모신 용왕전에 갈 수 있다.","화장실:가능 (남/녀 구분없음)
 입 장 료:무료",59770,061-644-2790,,연중무휴,06:00~18:00,가능,N,,
관광지,거북선공원,전라남도 여수시 거북선공원2길 10,34.76062835,127.6667404,"여수 거북선 공원은 1989년에 조성된 시민공원으로, 면적이 29,000㎡에 달한다. 거북 형태를 띠고 있는 인공 호수가 공원 중앙에 자리해 있고 호수 안에 분수가 있다. 봄이면 호수를 중심으로 벚꽃이 만개하여 관광객들이 많이 찾는 곳이다. 호수 주변으로 수양버들과 후박나무, 가시나무 등이 심어져 있어 한가롭게 산책을 즐기기에 좋다. 사계절 내내 아름다운 휴식공간을 제공하는 자연 친화적인 공원이다. 대규모 원형 잔디광장과 야외무대가 있어 크고 작은 공연과 축제, 행사가 열리며, 돌로 만든 거북선 조형물, 남방식 고인돌 등 다양한 볼거리가 있다.","이용가능시설:산책로, 잔디광장, 야외무대, 화장실 등",59676,061-659-5704,,연중무휴,상시,가능,,,
관광지,여수 연안여객선터미널,전라남도 여수시 여객선터미널길 17 (교동),34.73871527,127.732363,"1982년에 건립된 여수 연안여객선 터미널은 9개 해운사의 여객선 17척이 백야도, 금오도, 고흥 외나로도, 거문도로 가는 배편을 운항하고 있다. 여수를 대표하는 여객 터미널인 만큼 주차공간도 넉넉하고 수용 가능 인원도 약 1,000명에 이를 만큼 실내 공간도 넓다. 또 터미널 내에 무인민원발급기도 있어 신분증을 소지하지 않아 승선 못하는 상황을 막을 수 있다.","화장실:있음
 주차요금:[승용차]<br>
 - 10분 무료<br>
 - 최초 30분 500원<br>
 - 30분당 500원<br>
 - 1일 요금 5,000원<br>
 <br>
 [버스]<br>
 - 20분 무료<br>
 - 최초 30분 600원<br>
 - 30분당 1,000원<br>
 - 1일 요금 10,000원",59735,1666-0920,1982년,연중무휴,운항시간표 확인 요망,가능,N,,
관광지,오동도 유람선터미널,전라남도 여수시 수정동 332-23,34.74091265,127.7558803,"오동도 유람선 터미널은 여수 한려동에 위치해 있다. 오동도와 돌산대교, 여수항 등을 돌아볼 수 있는 유람선 탑승이 가능한 곳으로 항구 도시인 여수 여행을 위해 빼놓을 수 없는 코스로 꼽힌다. 유람선 매표소는 소박하게 마련되어 있으며 야외에 대기 장소가 있어 탁 트인 곳에서 배편을 기다릴 수 있다. 정해진 시간 안에 수시로 운항하며 왕복 40분 정도 소요된다. 유람선에서는 여수의 푸른 하늘을 배경으로 다채로운 해안절벽과 기암괴석의 수려한 절경을 감상할 수 있다.","등산로:
 관광코스안내:
 이용가능시설:주차장, 화장실
 이용가능시설:유람선터미널
 주차요금:1시간 1,200원
 시설이용료:주간 해상관광 <br>
 - 대인 (중학생 이상) 17,000원<br>
 - 소인 (25개월 이상~초등학생) 8,000원<br>
 - 유아 (25개월 미만) 무료<br>
 ※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망
 화장실:가능 (남녀 구분)
 한국어 안내서비스:",59745,061-663-4424,,,09:00~16:00 (수시운항),가능,N,,
관광지,대경도 대합실,전라남도 여수시 어항단지로 124(국동),34.72690252,127.7219836,"대경도 대합실은 여수와 대경도를 오가는 여객선을 이용할 수 있는 터미널이다. 여수에서 배로 5분이면 맞은편 대경도 선착장에 도착한다.
 대경도는 섬 전체가 고래를 닮았다고 하여 고래 경(鯨) 자와 섬 도(島)를 사용했지만, 1910년 이후에는 주위 바다가 맑다는 뜻으로 ‘경도(鏡島)’라 부르게 되었다고 한다. 섬 전체가 완만하고 해안이 아름다워 경도 내에 조성된 골프장을 이용하려는 관광객들이 많이 찾는다.
 대경도에 들어가는 배는 차량도 함께 탑승할 수 있으며, 도선요금은 배 위에서 계산한다.","시설이용료:[승객요금]<br>
 - 대인 2,000원<br>
 - 중·고등학생 1,000원<br>
 - 소인(6세~11세) 500원<br>
 <br>
 [일반차량 요금]<br>
 - 승용차 (소·준·중형차) 4,000원 / (중형차 이상) 5,000원<br>
 - 1톤 미만 화물차 4,000원<br>
 - SUV, RU형 승합, 봉고차, 1톤 이상 화물차(용달) 5,000원<br>
 - 풀 사이즈밴 차종 15,000원<br>
 - 미니버스(24인승 이하) 20,000원<br>
 - 대형버스 30,000원<br>
 ※ 위 요금 외 사항은 전화 문의 요망<br>
 ※ 이용요금은 변동될 수 있음",59765,061-644-9033,,연중무휴,"[하절기(3월~10월)] 05:10~24:00<br>
 [동절기(11월~2월)] 05:30~24:00<br>
 ※ 매 시간 수시 운항하며, 21:00 이후로는 30분 간격으로 운항",가능,N,,
관광지,독정항,전라남도 여수시 남면 화태리,34.58123563,127.7302199,"독정항은 전라남도 여수시 남면 화태리, 화태도 섬에 있는 어항이다. 원래는 여객선이 입출항하던 곳이었으나, 화태대교가 개통되면서 내륙과 섬이 연결된 이후 바다낚시 명소로 더 유명해졌다. 근처에는 여수갯가길 코스 중 5코스인 화태 갯가길이 있어 둘레길을 따라 섬마을을 둘러볼 수 있다. 해안선을 따라 걷는 둘레길로, 천천히 걸으며 휴식을 취하기 제격이다.",입 장 료:무료,59784,061-659-5696,,연중무휴,상시,가능,,,
관광지,꿈뜨락몰,전라남도 여수시 중앙로 43 (교동)2층,34.74063172,127.7325851,"여수시 청년지원센터에서 운영하는 꿈뜨락몰은 여수 중앙시장 2층에 자리 잡고 있으며 2012년 7월 12일 개장하였다. 취업, 창업을 희망하는 청년들이 미래의 꿈을 이룰 수 있도록 여수시가 자신만의 창의적인 아이디어를 가지고 입점을 희망하는 예비 청년 상인을 수시로 모집하여 꿈뜨락몰 내에 창업할 수 있게 지원하고 있다. 다양한 매장을 보유하고 있는 복합문화공간인 꿈뜨락몰은 청춘콘서트, 꿈뜨락 페스티벌 등 다양한 즐길 거리와 먹거리, 체험 거리가 한 곳에 모여있는 곳으로, 청년 상인들이 꿈과 희망으로 미래를 만들어가는 행복한 공간이다.",,59732,061-664-2113,,,11:00~19:00,,N,,
관광지,여수선사유적공원,전라남도 여수시 화장동 945-1,34.77880651,127.6462723,"2002년에 개장한 여수선사유적공원은 발굴조사에서 다양한 문화재와 함께 고인돌, 암각화, 통일신라 시대 와요지 2기 등 중요한 가치를 지닌 선사유물과 유적이 발굴되면서 공원으로 조성되었다. 공원을 들어서면 가장 먼저 보이는 화장동 유적지에서 조사된 와요지는 반지하식 굴가마로, 기와의 문양과 기법 등이 통일신라 시대에 사용되었던 가마라고 볼 수 있다고 하는데, 엄청난 크기에 압도된다. 2001년부터 유적공원 부지에 생활공간인 철기시대 무주 타원형 움집과 고상 가옥, 저장고를 세우고 자연 속에 노출된 바위와 동굴 벽에 새겨놓은 동물상, 기하학적 상징 문양인 암각화, 지석묘군 등을 전시, 복원해 지금의 공원 모습을 갖추었다. 야외학습장, 포토존과 야생화 단지, 핑크뮬리도 볼 수 있어 어린이들과 함께 산책도 하고 역사와 문화를 만날 수 있는 공원이다.","이용가능시설:지석묘군, 선사마을, 망루, 주거지, 와요지
 이용가능시설:주차장, 화장실
 화장실:가능 (남녀 구분)",59638,061-659-4630,2002년,연중무휴,상시,가능,N,,
관광지,국동항수변공원,전라남도 여수시 봉산동 100-40,34.72783858,127.7250111,"아름다운 노을과 낚시로 유명한 국동항 수변공원은 여수시 봉산도, 여수수협 위판장과 대형마트 사이에 있는 수변공원이다. 돌산대교와 경도가 한눈에 조망되는 전망 명소이기도 하며, 해 질 녘 바다가 황홀한 풍경을 연출한다. 국동항 수변공원에서는 낚시 초보자들도 별 준비 없이 가볍게 낚시를 즐길 수 있어 관광객은 물론 시민들이 많이 찾는 도심형 낚시터이다. 일상에 지칠 때 바닷바람을 쐬면서 노을도 바라보고 낚시도 즐길 수 있는 도심 속 힐링 공간이다. 잔디광장, 야외공연장, 그늘 쉼터, 벤치, 화강암 돌의자 등 바다 조망권을 극대화한 휴식 공간이 조성되어 있어 가족과 함께하기 좋은 곳이다.","이용가능시설:잔디광장, 야외공연장, 그늘 쉼터, 벤치, 화강암 돌의자 등",,061-659-5696,2019년 1월,연중무휴,상시,가능,N,,
관광지,BIG-O쇼 (빅오쇼),전라남도 여수시 박람회길 1(덕충동),34.75222511,127.7465197,"2012 여수세계박람회에서 최고로 인기를 끌었던 빅 오 쇼는 47m 높이의 원형 조형물 디오(The-O)와 10m 간격 3열(각 120m)로 설치된 해상분수, 빔프로젝터 14대와 레이저 4대가 하나로 결합해 선보이는 최첨단 특수효과 쇼로, 여수 밤바다를 배경으로 환상적인 광경을 연출한다. 디오의 크기를 면적으로 계산하면 약 660㎡로, 세계에서 가장 큰 CGV 영등포 스타리움 스크린의 1.5배가 넘는다. 물과 불, 빛과 레이저, 영상과 음악, 디오와 해상분수를 활용한 바다 이야기를 3차원 입체 영상으로 보노라면 마치 꿈을 꾸는 듯한 몽환의 세계에 빠져들고 만다. 해가 진 후 수면 위에서 펼쳐지는 지상 최대 해상분수쇼 ‘빅 오(Big-O) 쇼’는 여수 야경을 제대로 느낄 수 있다.","입 장 료:- P석: 성인 24,000원, 청소년/경로 20,000원, 어린이 18,000원 <br>
 - S석: 성인 20,000원, 청소년/경로 16,000원, 어린이 14,000원 <br>
 - 자유석(입석): 성인 16,000원, 청소년/경로 12,000원, 어린이 10,000원(좌석 매진 시에만 판매) <br>
 ※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망
 화장실:가능
 이용가능시설:주차장, 화장실",59723,061-659-2046,,"월요일, 화요일","[5월~9월]<br>
 - 수요일~토요일 14:00 / 16:00 / 18:00 / 20:00 / 20:30<br>
 - 일요일&공휴일 14:00 / 16:00 / 18:00 / 20:00<br>
 [10월~11월]<br>
 - 수요일~토요일 14:00 / 16:00 / 18:00 / 19:00 / 20:00<br>
 - 일요일&공휴일 14:00 / 16:00 / 18:00 / 19:00<br>
 ※ 기상조건 및 현장 운영 상황에 따라 변경될 수 있음",가능,N,,
관광지,만흥공원,전라남도 여수시 만흥동 산258-9,34.77297552,127.7441416,"만흥공원은 지난 2011년 KTX 전라선이 개통됨에 따라 폐선 된 전라선 옛 기찻길 공원화 사업을 통해 조성됐다. 현재 구 덕양역 인근 덕양교까지 16.1㎞의 자전거도로와 산책로가 개통되었다. 이 구간은 모두 기찻길을 활용했기 때문에 급한 경사로 없이 완만한 코스로 이루어졌다. 특히 만흥공원에는 옛 기찻길의 추억을 담은 설치미술 작품 <철길이 숲길로> 등 5점의 작품이 자리한다. 더불어 700여 주의 가로수가 울창한 초록빛을 뽐내며 시민들에게 특별한 휴식처를 제공한다. 만흥공원은 여수해양레일바이크 주차장과 바로 연결되어 있는데, 덕분에 발아래로 만성리 검은 모래 해변을 눈에 담을 수 있다. 여수의 아름다운 자연과 감성을 자극하는 문화 예술, 기찻길에 쌓인 역사가 한데 어우러진 공원인 셈이다.",,,061-664-8978,,연중무휴,상시,가능,,,
관광지,오림터널,전라남도 여수시 오림동 512-6,34.76102921,127.7191025,"오림터널은 KTX 전라선이 개통되면서 폐선된 옛 기찻길을 공원으로 조성했다. 터널의 형태나 재료로 미루어 일제강점기에 건설되었을 것으로 추정되는데, 그 때문인지 어두운 터널을 지나 밝은 빛을 만났을 때 깊은 감동마저 느껴진다. 칙칙폭폭 기차가 달리던 옛 터널 속을 두 발로 걷는 기분도 색다르지만, 내부 대피공간을 활용한 이색 갤러리는 보는 즐거움까지 더한다. 전라선의 옛 모습을 담은 사진부터 여수지역 예술가들의 시와 서예, 한국화, 문인화, 서양화 등 전시된 작품도 다양하다. 오림터널은 여수의 역사와 자연, 문화예술이 어우러진 자전거길로도 사랑받는데, 이 길은 만흥공원에서 시작해 오림터널을 지나 덕양교까지 총길이 16.1㎞에 이른다. 자전거를 이용할 경우 오림터널에서 만흥공원 방면이 내리막길이라 더 수월하다.",화장실:있음 (간이화장실),,061-659-3876,,연중무휴,상시,,,,
관광지,두문 마을,전라남도 여수시 돌산읍 죽포리,34.64202439,127.7946405,"한국의 베니스를 꿈꾸는 돌산도의 죽포는 여수 돌산 향일암 가는 길목에 위치하고 있으며 바다 풍경이 아름다운 숨은 여행명소로 마을 골목길 변화를 비롯해 바닷가 방파제에 색채감이 있는 조형물을 세워 포토존을 조성하였다.
 벽화마을을 둘러보기 전에 마을 안내도를 숙지하고 시작하면 좀더 편안한 관광에 도움이 된다. 버스정류장에서 부터 시작한 골목투어에 이어 죽포항까지 도보로 이동하면 등대가 있는 방파제와 인도교, 타일벽화 포토존을 둘러볼 수 있으며, 죽포항과 방파제를 잇는 아름다운 바람이 부는 다리라는 뜻의 아치형 다리 미풍교에서 바라보는 죽포항의 풍경은 조용하고 아름답다. 두문포방파제에서 보이는 섬은 불무섬으로도 불리는 야도로 간조가 되면 바닷길이 열려서 걸어갈 수 있다. 이 섬에는 용굴이 있어 옛날에 용이 살았다는 전설이 내려온다.
 인근의 관광지로 향일암이 차량 10분 정도 거리에 있고 방죽포해수욕장이 인접해 있다.",,59775,061-659-5728,,연중무휴,,가능,,,
관광지,종포 해양공원,전라남도 여수시 이순신광장로 146,34.73732666,127.7397263,"여수시 종화동 인근 구항이 공원으로 조성된 것으로, 지난 2001년부터 5년여간의 방파제, 방파호안, 매립지 등의 공사를 마친 끝에 여수의 시민 공원으로 탈바꿈하게 되었다. 해안을 따라 1.5㎞정도의 산책로가 있고, 공연장과 놀이터, 농구장 등을 갖추고 있어 시민과 관광객들이 편안하게 즐길 수 있는 휴식의 공간이다. 각종 해양 관련 행사와 공연 등이 개최되는 볼거리 많은 공원이기도 하다. 
 돌산대교와 케이블카, 낭만포차거리, 하멜등대 등 여수 바다를 조망할 수 있으며 밤이 되면 도시를 배경으로 한 바다와 공원의 조화도 잘 이루어져 있어 야경 명소로 변모한다. 종포해양공원은 도심에 위치하고 있어 낚시꾼들이 즐겨 찾는 곳으로 이른 아침부터 서둘러야 낚시하기에 좋은 자리를 잡을 수 있다. 여름철 야간에는 갈치를 낚을 수도 있고, 운이 좋으면 썰물 때 방파제 가까이 떠오르는 낙지를 뜰채로 잡는 재미를 느낄 수 있다.
 바다를 왼쪽으로 두고 걷다 보면 이순신광장에 다다르고, 고소대와 고소동 벽화마을을 연계 방문할 수 있다. 구항에 조성된 공원으로 여수구항해양공원으로도 불린다.",입 장 료:무료,59737,061-659-3962,,연중무휴,상시,가능,,,
관광지,한우드림 동물체험장,전라남도 여수시 도실길 75-1,34.66931252,127.7666034,"동물원이 아닌 직접 보고 만질수 있는 소규모의 자연 친화적 동물체험장이다. 넓은 풀밭에는 양이 방목되어 있고 우리안에 있는 토끼, 말, 사슴, 당나귀, 앵무새, 타조, 미니돼지 등 30여가지의 동물들을 가까운 거리에서 보며 옥수수 먹이주기 체험이 가능하다. 옥수수 먹이는 2번 리필이 가능하다. 동물체험장 외에도 전동차, 자전거, 킥보드, 미니축구, 농구, 전통놀이 등 다양한 놀이 체험도 무료로 즐길 수 있으며 맷돌, 절구, 다듬이 등 옛날 농기구 전시 및 체험을 할 수 있다. 넓은 풀밭에서 연을 날리거나 비눗방울 놀이 등 재미있는 놀이를 아이들과 즐길 수 있으며 보호자들은 실내에서 음료를 마시며 휴식 시간을 가질 수 있다. 시간제한이 없으므로 여유있게 산책을 즐기며 동물들과 교감하며 먹이를 줄 수 있어 아이들이 즐거워하는 체험공간이다. 동물들을 자연스럽게 체험하면서 아이들에게 동물을 사랑하는 마음과 배려하는 마음을 배울 수 있다.","화장실:있음
 입 장 료:- 개인 6,000원<br>
 - 단체 5,000원<br>
 - 당근 먹이 구입 1,000원",59772,010-6255-3632,,매주 수요일,10:00~18:00 (입장 마감 17:30),가능,,,
관광지,봉산게장백반거리,전라남도 여수시 봉산동,34.73411558,127.7205725,"여수시는 식도락 천국이라고 불릴 정도로 먹거리가 다양한다. 여수 지역의 대표 음식인 돌게장백반은 서대회, 장어구이, 갈치조림, 여수한정식 등 여수 10미[味] 중 하나로 꼽힌다. 돌게장의 주재료는 꽃게와 여수에서는 ‘돌게’ 또는 ‘반장게’라고 부르는 민꽃게이다.
 봉산동은 바로 앞 바다에 배가 많이 들어와 1년 내내 해산물이 풍부한 지역으로 게장백반을 전문으로 파는 점포가 늘어나면서 게장골목으로 불리었다. 점차 게장거리는 돌게장백반 전문음식점 밀집 상권으로 돌게장을 맛보기 위해 유입되는 관광객이 몰리면서 2009년 봉산동 게장백반거리로 조성되었다. 
 봉산게장백반거리에서 차량으로 4분, 약 1.4㎞ 거리에 극동항수변공원이 있고, 차량 이동으로 7분 거리에 여수수산물 특화시장이 있다.",,59756,061-659-5696,,연중무휴,상시,,,,
관광지,고소대,전라남도 여수시 고소3길 13 사당,34.74011245,127.7388735,"임진왜란 당시 충무공의 근거지가 여수였기 때문에 여수 진남관 주변에는 충무공과 관련된 유적이 많은 곳이다. 진남관 왼편 고소동 언덕에 있는 고소대가 그 중 하나로 고소동이라는 이름도 고소대에서 유래했다. 원래 이곳은 옛 여수성곽의 포루로 임진왜란 당시에 전라좌수사였던 충무공이 작전계획을 세우고 군령을 내리던 곳이다. 옛날에는 고소정이라는 정자가 있었다고 하며 고소대 맞은편 언덕에 진남관이 있다. 주택가 골목길을 따라 올라돌산대교와 여수 시내가 내려다 보이고 비가 개인 뒤 고소대의 당산 나무에 걸린 달이 아름다원 고소제월이라고 하여 여수의 8경 중 하나이다. 이면도로를 따라 올라가다 보면 위 쪽에 여수 앞바다를 조망할 수 있는 오포대가 나온다. 오포대는 정오에 대포를 쏘아 시민들에게 시간을 알리는 시설이다. 
 주변에 고소동천사벽화골목, 종포해양공원 그리고 이순신전술신호연박물관 등이 있다.",입 장 료:무료,59739,061-659-4746,,연중무휴,상시,가능,,,
